inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
VBECGTOARBMIBZ-UHFFFAOYSA-N,C=C(C)c1c(O)c(Br)c(C)c(O)c1Br,CC(C)C1=C(Br)C(=O)C(=C(Br)C1=O)C,29096-93-3,,,algae_growth_ec50,6.845,mg/L,-4.669647241244598,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2350062,2016,1,single,,
WYKYKTKDBLFHCY-UHFFFAOYSA-N,Nc1cnn(-c2ccccc2)c(=O)c1Cl,NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,1698-60-8,,,algae_growth_ec50,5.1,mg/L,-4.636892030181666,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2384691,2017,1,single,,
RTCOGUMHFFWOJV-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(=O)N(C)C)n1,111991-09-4,,,algae_growth_ec50,1.0,mg/L,-5.612890672924058,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,734713,2009,1,single,,
OFSLKOLYLQSJPB-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)Nc2ccccc2C(=O)C3CC3)n1,136849-15-5,,,algae_growth_ec50,0.00027,mg/L,-9.193027257153297,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,737014,2009,1,single,,
YXKMMRDKEKCERS-UHFFFAOYSA-N,Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,CN(C)[S](=O)(=O)n1c(nc(Cl)c1c2ccc(C)cc2)C#N,120116-88-3,,,algae_growth_ec50,3.027306257565503,mg/L,-5.029548663656015,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2109193,2013,3,geomean,1.7048348547777268,high_cv
CWJSHJJYOPWUGX-UHFFFAOYSA-N,CC(C)OC(=O)Nc1cccc(Cl)c1,CC(C)OC(=O)Nc1cccc(Cl)c1,101-21-3,,,algae_growth_ec50,0.43,mg/L,-5.695024612968651,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2269196,2015,1,single,,
VDLGAVXLJYLFDH-UHFFFAOYSA-N,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,CC1(CCCCC1)C(=O)Nc2ccc(O)c(Cl)c2Cl,126833-17-8,,,algae_growth_ec50,2.68,mg/L,-5.050523505673908,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2115089,2013,1,single,,
KLIDCXVFHGNTTM-UHFFFAOYSA-N,COc1cccc(OC)c1O,COc1cccc(OC)c1O,91-10-1,,,algae_growth_ec50,1.5,mg/L,-5.011607074968111,,Chlorella vulgaris,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Oocystaceae;Chlorella;Chlorella vulgaris,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2449037,2019,1,single,,
KGVPNLBXJKTABS-UHFFFAOYSA-N,Cc1cc(=O)[nH]o1,CC1=CC(=O)NO1,10004-44-1,,,algae_growth_ec50,0.22,mg/L,-5.653352993652441,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2101446,2013,1,single,,
OOUTZXDVSNMMRX-UHFFFAOYSA-N,CC(C)C(I)C(=O)NC(N)=O,CC(C)C(I)C(=O)NC(N)=O,533-63-1,,,algae_growth_ec50,652.4,mg/L,-2.616828137690507,,Selenastrum capricornutum,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Selenastrum;Selenastrum capricornutum,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2142980,2013,1,single,,
GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(=O)O,CC(C)CC(O)=O,503-74-2,,,algae_growth_ec50,0.085,mg/L,-6.079471017759095,,Chlorella vulgaris,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Oocystaceae;Chlorella;Chlorella vulgaris,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2449021,2022,1,single,,
MNWFXJYAOYHMED-UHFFFAOYSA-N,CCCCCCC(=O)O,CCCCCCC(O)=O,111-14-8,,,algae_growth_ec50,0.15,mg/L,-5.938183966800902,,Chlorella vulgaris,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Oocystaceae;Chlorella;Chlorella vulgaris,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2449029,2019,1,single,,
MRUAUOIMASANKQ-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,4292-10-8,,,algae_growth_ec50,5.55,mg/L,-4.790098999115095,,Selenastrum capricornutum,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Selenastrum;Selenastrum capricornutum,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2682693,2022,1,single,,
WLAMNBDJUVNPJU-UHFFFAOYSA-N,CCC(C)C(=O)O,CCC(C)C(O)=O,116-53-0,,,algae_growth_ec50,0.11,mg/L,-5.967497258315163,,Chlorella vulgaris,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Oocystaceae;Chlorella;Chlorella vulgaris,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2449025,2019,1,single,,
MGNFYQILYYYUBS-UHFFFAOYSA-N,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,CC(CN1CCCCC1)Cc2ccc(cc2)C(C)(C)C,67306-00-7,,,algae_growth_ec50,0.003968626966596884,mg/L,-7.8379129777455425,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2487214,2019,2,geomean,1.405151318114385,high_cv
INFDPOAKFNIJBF-UHFFFAOYSA-N,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,C[n+]1ccc(cc1)c2cc[n+](C)cc2,4685-14-7,,,algae_growth_ec50,5.26,mg/L,-4.548794702110465,,Chlorella vulgaris,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Oocystaceae;Chlorella;Chlorella vulgaris,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2344341,2016,1,single,,
PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1,C=Cc1ccccc1,100-42-5,,,algae_growth_ec50,1.4,mg/L,-4.871166637916407,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,180731,2000,1,single,,
MCAHWIHFGHIESP-UHFFFAOYSA-N,O=[Se](O)O,[Na+].[Na+].[O-][Se]([O-])=O,10102-18-8,,,algae_growth_ec50,3.3,mg/L,-4.5951517601573,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,185802,2017,1,single,,
AZLWQVJVINEILY-UHFFFAOYSA-N,CCCCCCCCCCCCOCCOCCO,CCCCCCCCCCCCOCCOCCO,3055-93-4,,,algae_growth_ec50,0.22491742257110803,mg/L,-6.086124797009877,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,803189,2012,2,geomean,0.3167905603176809,
BJQHLKABXJIVAM-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,117-81-7,,,algae_growth_ec50,0.003,mg/L,-8.114251714044952,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2393349,2023,1,single,,
METKIMKYRPQLGS-LBPRGKRZSA-N,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,93379-54-5,,,algae_growth_ec50,143.0,mg/L,-3.269811714932838,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2157668,2013,1,single,,
OWZREIFADZCYQD-IVAAQHKWSA-N,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,52918-63-5,,,algae_growth_ec50,2.56,mg/L,-5.293304851862266,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,734286,2019,1,single,,
XGEGHDBEHXKFPX-UHFFFAOYSA-N,CNC(N)=O,CNC(N)=O,598-50-5,,,algae_growth_ec50,150.0,mg/L,-2.6934221490228416,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2353517,2016,1,single,,
PUYXTUJWRLOUCW-UHFFFAOYSA-N,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,118134-30-8,,,algae_growth_ec50,0.00257,mg/L,-8.063213254602966,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2099059,2013,1,single,,
QGPKADBNRMWEQR-UHFFFAOYSA-N,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,[H+].[Cl-].NC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(O)=O,105956-99-8,,,algae_growth_ec50,1.1,mg/L,-5.521012304779145,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,236439,2007,1,single,,
OSUHJPCHFDQAIT-UHFFFAOYSA-N,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,100646-51-3,,,algae_growth_ec50,41.0,mg/L,-3.957861439333494,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2114248,2013,1,single,,
UFBJCMHMOXMLKC-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,51-28-5,,,algae_growth_ec50,8.78,mg/L,-4.321351679834143,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,123429,2011,1,single,,
WYEHFWKAOXOVJD-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,Fc1ccc(NC(=O)c2cccnc2Oc3cccc(c3)C(F)(F)F)c(F)c1,83164-33-4,,,algae_growth_ec50,0.0012,mg/L,-8.516396611821031,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2350064,2016,1,single,,
WBPYTXDJUQJLPQ-QLDHUOSBSA-N,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)CC(C)C(=O)C=CC(C)=CC1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(=C\[C@@H]1CO[C@@H]4O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]4OC)C,1401-69-0,,,algae_growth_ec50,0.95,mg/L,-5.983943827624219,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2006932,2012,1,single,,
OCJBOOLMMGQPQU-UHFFFAOYSA-N,Clc1ccc(Cl)cc1,Clc1ccc(Cl)cc1,106-46-7,,,algae_growth_ec50,77.5,mg/L,-3.2749589466032507,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,123236,2011,1,single,,
IPZCJUOJSODZNK-UHFFFAOYSA-N,CNC(=O)C(=O)NC,CNC(=O)C(=O)NC,615-35-0,,,algae_growth_ec50,150.0,mg/L,-2.8885859841552213,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2353516,2016,1,single,,
IVENSCMCQBJAKW-UHFFFAOYSA-N,CCNc1nc(N)nc(Cl)n1,CCNc1nc(N)nc(Cl)n1,1007-28-9,,,algae_growth_ec50,0.002,mg/L,-7.937133634582578,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,777004,2010,1,single,,
JBDHZKLJNAIJNC-UHFFFAOYSA-N,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,C[C@@H](Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)OCC#C,105512-06-9,,,algae_growth_ec50,5.41,mg/L,-4.809692509567366,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2114901,2013,1,single,,
HWATZEJQIXKWQS-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(F)(F)F)n1,104040-78-0,,,algae_growth_ec50,0.0012900000000000001,mg/L,-8.499059248162505,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,737015,2009,1,single,,
