inchikey,smiles_canonical,algae_growth_ec50_value_log,bcf_value_log,bee_acute_contact_ld50_value_log,bee_acute_oral_ld50_value_log,bird_acute_oral_ld50_value_log,daphnia_acute_ec50_value_log,earthworm_acute_lc50_value_log,fish_acute_lc50_value_log,rat_acute_oral_ld50_value_log,skin_sensitization_value_log,soil_dt50_value_log,soil_koc_value_log,presence_count
NBBJYMSMWIIQGU-UHFFFAOYSA-N,CCC=O,,,,,,-2.666831344316413,,-2.6497980050176326,,,,,2
WGVWLKXZBUVUAM-UHFFFAOYSA-N,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,,,,,,,,,1.3289766289007283,,,2.76,2
GELCOLZWXWHMIB-UHFFFAOYSA-N,CCCC(CC)(CCC)C(=O)NC,,,,,,-3.153645953322175,,-3.3618018026937153,,,,,2
WKBPZYKAUNRMKP-UHFFFAOYSA-N,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,,,0.6989700043360189,,,,,,0.8754738303236329,,,,2
BTKXLQSCEOHKTF-SREVYHEPSA-N,CCCC/C=C\CCCCCCCCCCOC(C)=O,-3.4346967548310245,,,,3.3521825181113627,,,,,,,,2
MUZGQHWTRUVFLG-SREVYHEPSA-N,CCCC/C=C\CCCCCCOC(C)=O,,,,,3.3521825181113627,,,,1.7735963142499254,,,,2
LGYNIFWIKSEESD-UHFFFAOYSA-N,CCCCC(C=O)CC,,,,,,-3.718451235895514,,-4.484368029862146,,,,,2
YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,,,,,,,,-3.6726265461602545,1.196721172598564,,,,2
CEEDFYRUPAWDOU-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C(C)Oc1ccc(Cl)cc1Cl,,,1.3979400086720377,,3.0043213737826426,,,,,,,,2
QZSFJRIWRPJUOH-UHFFFAOYSA-N,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,,,2.0,,,,,,0.4152519287362021,,,,2
SEGLCEQVOFDUPX-UHFFFAOYSA-N,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,,0.64,,,,,,,1.1855646217170976,,,,2
GTVWRXDRKAHEAD-UHFFFAOYSA-N,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,,1.7,,,,,,,1.9303594018022951,,,,2
STMIIPIFODONDC-UHFFFAOYSA-N,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,,,1.6989700043360187,,,,,,0.844597556083674,,,,2
VTUFOIHYMMMNOM-UHFFFAOYSA-N,CCCCC=CCCCCOC(C)=O,,,,1.6989700043360187,3.3319681895835584,,,,,,,,2
HGBOYTHUEUWSSQ-UHFFFAOYSA-N,CCCCC=O,,,,,,,,-3.6536091811090317,1.7260925193587378,,,,2
CATSNJVOTSVZJV-UHFFFAOYSA-N,CCCCCC(C)=O,,,,,,,,-2.9400313436480974,1.1654138318437217,,,,2
COYBRKAVBMYYSF-UHFFFAOYSA-N,CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,,,1.6989700043360187,,,,,,0.5153905611329189,,,,2
MNWFXJYAOYHMED-UHFFFAOYSA-N,CCCCCCC(=O)O,-5.938183966800902,,,,,,,,1.7308228141576736,,,,2
ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,CCCCCCC(C)=O,,,,,,,,-3.46126763591988,-1.153374810820722,,,,2
YYZUSRORWSJGET-UHFFFAOYSA-N,CCCCCCCC(=O)OCC,,,,,,,,,2.1784069200470046,,,3.02,2
QBEXFUOWUYCXNI-UHFFFAOYSA-N,CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I,,,,0.6989700043360189,,,,,-0.4175458755567759,,,,2
GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,,,,,,,,-3.62067706432987,1.2852403156227092,,,,2
FFGIWZWTLTUVFP-UHFFFAOYSA-N,CCCCCCCCCCC=Cc1c(OC(C)=O)c(O)c2ccccc2c1O,,,2.3521825181113627,,2.8847302510358976,,,,,,,,2
RLGQACBPNDBWTB-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC[N+](C)(C)C,,,,,,-7.280638214050801,,,0.17917370278446476,,,,2
YCZJVRCZIPDYHH-UHFFFAOYSA-N,CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,,,,,,-7.0256609486442105,,-6.5159434560916285,,,,,2
JRBPAEWTRLWTQC-UHFFFAOYSA-N,CCCCCCCCCCCCN,,,,,,-6.852701283539914,,,0.7409255402511861,,,,2
ZWRUINPWMLAQRD-UHFFFAOYSA-N,CCCCCCCCCO,,,,,,,,,1.3463310677275475,,,1.89,2
IOQPZZOEVPZRBK-UHFFFAOYSA-N,CCCCCCCCN,,,,,,-4.832346692947549,,,0.3872102598892224,,,,2
KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,,,,,,,,-3.978248976120529,,,,1.56,2
SFBIZPBTKROSDE-UHFFFAOYSA-N,CCCCCCCCOC(=O)C(C)O,,,,,,-3.6949814386210935,,-3.9254773158306566,,,,,2
GGKQIOFASHYUJZ-UHFFFAOYSA-N,CCCCCCCCc1c(CC)nc2ncnn2c1N,,,1.6989700043360187,,3.112818831201535,,,,,,,,2
WJYIASZWHGOTOU-UHFFFAOYSA-N,CCCCCCCN,,,,,,-4.088083659210834,,-3.7227550192059273,,,,,2
KCXZNSGUUQJJTR-UHFFFAOYSA-N,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,,,,,,,,,1.9472665407697471,,,4.72,2
PMBXCGGQNSVESQ-UHFFFAOYSA-N,CCCCCCS,,,,,,,,-5.470122316744197,1.0261152284225379,,,,2
DPBLXKKOBLCELK-UHFFFAOYSA-N,CCCCCN,,,,,,-3.191854057995271,,-2.692068818639665,,,,,2
AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,,,,,,,,,1.397501913050605,,,0.7,2
VFWCMGCRMGJXDK-UHFFFAOYSA-N,CCCCCl,,1.23,,,,,,,1.4625380583186791,,,,2
RIOXQFHNBCKOKP-UHFFFAOYSA-N,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,,,,1.0,,,,,,,,2.71,2
JQVDAXLFBXTEQA-UHFFFAOYSA-N,CCCCNCCCC,,,,,,,,-3.9568180871197587,0.16536151027286605,,,,2
LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,,,,,,1.0279661900489652,,,0.5,2
JBSLOWBPDRZSMB-BQYQJAHWSA-N,CCCCOC(=O)/C=C/C(=O)OCCCC,,,,,,,,-5.56357376590093,1.572754905637837,,,,2
OKIJSNGRQAOIGZ-UHFFFAOYSA-N,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,,,,,,,,-3.757742858872407,1.5148917652321092,,,,2
GOJCZVPJCKEBQV-UHFFFAOYSA-N,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,,,,,,,,,1.318555508044504,,,3.7,2
XSIFPSYPOVKYCO-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1,,,,,,,,,0.6156249322461497,,,2.1,2
IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,,1.21,,,,,,,,,,3.72,2
DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(C)=O,,,,,,,,-3.3822166214545972,1.9653423997191424,,,,2
DURPTKYDGMDSBL-UHFFFAOYSA-N,CCCCOCCCC,,1.86,,,,,,,1.7548350496670346,,,,2
IVDRCZNHVGQBHZ-UHFFFAOYSA-N,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,,,2.0,,2.8662873390841948,,,,,,,,2
OAYXUHPQHDHDDZ-UHFFFAOYSA-N,CCCCOCCOCCO,,,,,,,,-2.095908229135655,1.4960121308414274,,,,2
HTIRHQRTDBPHNZ-UHFFFAOYSA-N,CCCCSCCCC,,,,,,,,-4.6108055980584375,1.1816643497483266,,,,2
DSKJPMWIHSOYEA-UHFFFAOYSA-N,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,,,1.6989700043360187,,3.6989700043360187,,,,,,,,2
WGYKZJWCGVVSQN-UHFFFAOYSA-N,CCCN,,,,,,-2.771392697562654,,,0.7968090265043412,,,,2
ITVQAKZNYJEWKS-UHFFFAOYSA-N,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],,,,,,,,,0.7167321880804418,,,4.01,2
RSVPPPHXAASNOL-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],,,2.0,,,,,,,,,4.11,2
HSMVPDGQOIQYSR-UHFFFAOYSA-N,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,,,,1.6989700043360187,3.399673721481038,,,,,,,,2
YLPGTOIOYRQOHV-UHFFFAOYSA-N,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,,,1.6989700043360187,,,,,,0.8494316508605354,,,,2
FLVBXVXXXMLMOX-UHFFFAOYSA-N,CCCOc1nc2ccc(I)cc2c(=O)n1CCC,,,,2.6989700043360187,3.3521825181113627,,,,,,,,2
JTHMVYBOQLDDIY-UHFFFAOYSA-N,CCCOc1nn(C(=O)NS(=O)(=O)c2ccccc2C(=O)OC)c(=O)n1C,,,2.5,,3.3010299956639813,,,,,,,,2
QHGVXILFMXYDRS-UHFFFAOYSA-N,CCCSP(=O)(OCC)Oc1cnn(-c2ccc(Cl)cc2)c1,,,-0.3010299956639812,,,,,,-0.1816101603511172,,,,2
ODLMAHJVESYWTB-UHFFFAOYSA-N,CCCc1ccccc1,,,,,,,,,1.7015159886440543,,,2.87,2
MMOXZBCLCQITDF-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccc(C)c1,,0.38,,,,,,,1.0087034471362841,,,,2
UDGSVBYJWHOHNN-UHFFFAOYSA-N,CCN(CC)CCN,,,,,,,,-3.1789647613163208,1.3868369664483862,,,,2
BFSVOASYOCHEOV-UHFFFAOYSA-N,CCN(CC)CCO,,,,,,,,-1.818193870612763,1.04532947938518,,,,2
MNFZZNNFORDXSV-UHFFFAOYSA-N,CCN(CC)c1ccc(C=O)cc1,,,,,,,,-3.8698583353093103,1.557923737726439,,,,2
GGSUCNLOZRCGPQ-UHFFFAOYSA-N,CCN(CC)c1ccccc1,,2.01,,,,,,,,,,2.08,2
OWYWGLHRNBIFJP-UHFFFAOYSA-N,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,,,,,,,,,0.8446191718512291,,,2.91,2
VLLBCTKFTIILHS-UHFFFAOYSA-N,CCN(Cc1ccc(Cl)nc1)C(C[N+](=O)[O-])=NC,,,-0.8601209135987634,,,,,,0.7657747009398962,,,,2
XERJKGMBORTKEO-VZUCSPMQSA-N,CCNC(=O)NC(=O)/C(C#N)=N/OC,,,,,,,,,0.6854409321997204,,,2.09,2
XERJKGMBORTKEO-UHFFFAOYSA-N,CCNC(=O)NC(=O)C(C#N)=NOC,,,1.3979400086720377,,3.0056777797662604,,,,,,,,2
HPNMFZURTQLUMO-UHFFFAOYSA-N,CCNCC,,,,,,,,-2.6671937369156815,0.8685408524455251,,,,2
KDFFXYVOTKKBDI-UHFFFAOYSA-N,CCNc1cccc2ccccc12,,2.32,,,,-5.388164151471041,,,,,,,2
HFBWPRKWDIRYNX-UHFFFAOYSA-N,CCNc1nc(Cl)nc(N(CC)CC)n1,,,,,,,,,0.4137434930413551,,,2.76,2
PXWUKZGIHQRDHL-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(OC)n1,,,,,,,,,0.8412602988386768,,,2.64,2
ZJMZZNVGNSWOOM-UHFFFAOYSA-N,CCNc1nc(NC(C)CC)nc(OC)n1,,,,,,,,,0.647510765555825,,,2.78,2
HKAMKLBXTLTVCN-UHFFFAOYSA-N,CCNc1nc(NCC)nc(OC)n1,,,,,,,,,0.4336062151442235,,,2.34,2
CONWAEURSVPLRM-UHFFFAOYSA-N,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],,,2.093421685162235,,,,,,,,,4.0,2
FYQGBXGJFWXIPP-UHFFFAOYSA-N,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,,,,-0.3010299956639812,,,,-3.4252481508847183,,,,,2
POSKOXIJDWDKPH-UHFFFAOYSA-N,CCOC(=O)CCC(=O)CC1(O)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C42Cl,,,,2.6989700043360187,,,,,-0.4189652690148307,,,,2
WFKSADNZWSKCRZ-UHFFFAOYSA-N,CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,,,,,,,,,0.8687875924194502,,,2.0,2
XIDPSKQLXKCVQN-UHFFFAOYSA-N,CCOC(=O)Cc1cccc2ccccc12,,,,,,,,,1.2232676176328032,,,2.48,2
DULCUDSUACXJJC-UHFFFAOYSA-N,CCOC(=O)Cc1ccccc1,,,,,,,,,1.303448420889627,,,1.89,2
NUVBSKCKDOMJSU-UHFFFAOYSA-N,CCOC(=O)c1ccc(O)cc1,,,,,,,,,1.4131955914243142,,,2.21,2
PHWSCBWNPZDYRI-UHFFFAOYSA-N,CCOC(=O)c1ccc([N+](=O)[O-])cc1,,,,,,,,,1.1347286510162409,,,2.48,2
MTZQAGJQAFMTAQ-UHFFFAOYSA-N,CCOC(=O)c1ccccc1,,,,,,,,,1.1459309698804425,,,2.3,2
FLKPEMZONWLCSK-UHFFFAOYSA-N,CCOC(=O)c1ccccc1C(=O)OCC,,,,,,,,,1.587970994076803,,,1.84,2
BGNQYGRXEXDAIQ-UHFFFAOYSA-N,CCOC(=O)c1cnn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-8.634829558969402,,1.6989700043360187,,,,,,,,,,2
RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,,0.73,,,,,,,1.2095203448061487,,,,2
MIJLZGZLQLAQCM-UHFFFAOYSA-N,CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,,,,1.6989700043360187,,,,,0.07775121759227632,,,,2
ITKAIUGKVKDENI-UHFFFAOYSA-N,CCOCCc1ccc(OCCNc2ncnc(CC)c2Cl)c(C)c1C,,,,-0.3010299956639812,,,,,-0.5158588812675567,,,,2
ZHDPLQKJJVUBDP-UHFFFAOYSA-N,CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,,,2.0,,,,,,0.45288824528891225,,,,2
ZCJPOPBZHLUFHF-UHFFFAOYSA-N,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,,,0.271841606536499,,,,,,,,,2.51,2
UCHDFLNGIZUADY-UHFFFAOYSA-N,CCOP(=O)(O)C(N)=O,,,2.5,,,,,,1.476460939176762,,,,2
FSAVDKDHPDSCTO-WQLSENKSSA-N,CCOP(=O)(OCC)O/C(=C\Cl)c1ccc(Cl)cc1Cl,,,,,1.867369920010074,,,-6.51919705375659,,,,,2
FSAVDKDHPDSCTO-UHFFFAOYSA-N,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,,,,-0.2596373105057561,,,,,,,,2.47,2
DQWPFSLDHJDLRL-UHFFFAOYSA-N,CCOP(=O)(OCC)OCC,,0.11,,,,,,,0.8060856354225078,,,,2
DUFVKSUJRWYZQP-UHFFFAOYSA-N,CCOP(=O)(SC(C)CC)N1CCSC1=O,,,-0.6073030467403343,,,,,,-0.6959830439055301,,,,2
KXRPCFINVWWFHQ-UHFFFAOYSA-N,CCOP(=O)(SC(C)CC)SC(C)CC,,,0.6989700043360189,,1.6089866184038235,,,,,,,,2
KVGLBTYUCJYMND-UHFFFAOYSA-N,CCOP(=S)(CC)Sc1ccccc1,,,0.5185139398778874,,,,,,,,,2.94,2
ATROHALUCMTWTB-WYMLVPIESA-N,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,,2.91,,,,,,,0.0028261544488140822,,,,2
DGLIBALSRMUQDD-UHFFFAOYSA-N,CCOP(=S)(OCC)OCCSCC,,,,,,,,,-1.5366448267636887,,,2.59,2
KWGUFOITWDSNQY-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,,,-0.3010299956639812,,,,,,-0.8771503312849236,,,,2
CXJSOEPQXUCJSA-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,,0.67,,,,-8.56777368037947,,,,,,,2
WGWJBWHBOKETRC-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc(SC)c(C)c1,,,,,,,,-4.485794261348418,-1.3396662256701797,,,,2
JYQUHIFYBATCCY-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,,,-1.5346171485515816,,,,,,-1.0593217523000305,,,,2
IRVDMKJLOCGUBJ-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cnccn1,,,-1.3767507096020994,,,,,,-1.850450964248786,,,,2
AMFGTOFWMRQMEM-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,,,-0.7918274733328783,,,,,,-0.7397596600760422,,,,2
UPUGLJYNCXXUQV-UHFFFAOYSA-N,CCOP(=S)(OCC)SCC[S+]([O-])CC,,0.0,,,,,,,-1.9183649863690093,,,,2
XLNZEKHULJKQBA-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSC(C)(C)C,,,0.6117233080073418,,,,,,,,,2.82,2
VEDTXTNSFWUXGQ-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,,,0.4676081055836332,,,,,,,,,4.66,2
IRDLUHRVLVEUHA-UHFFFAOYSA-N,CCOP(=S)(S)OCC,,0.7,,,,,,,1.5064033298919712,,,,2
ZUNGGJHBMLMRFJ-UHFFFAOYSA-N,CCO[P+](=O)[O-],,,2.095165849085146,,3.499869672553284,,,,,,,,2
FGIWFCGDPUIBEZ-UHFFFAOYSA-N,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,,,-0.3010299956639812,,,,,,0.7897934879245476,,,,2
YREQHYQNNWYQCJ-UHFFFAOYSA-N,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,,,-1.8386319977650252,,3.0501852725587817,,,,,,,,2
IMPPGHMHELILKG-UHFFFAOYSA-N,CCOc1ccc(N)cc1,,1.0,,,,,,,1.181076363990079,,,,2
LNJNFVJKDJYTEU-UHFFFAOYSA-N,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,,,1.6989700043360187,,3.2936709811566858,,,,,,,,2
CPJSUEIXXCENMM-UHFFFAOYSA-N,CCOc1ccc(NC(C)=O)cc1,,1.48,,,,,,,0.9644013833790607,,,,2
RBSXHDIPCIWOMG-UHFFFAOYSA-N,CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,1.3979400086720377,,3.2410972338916335,,,,,,,,2
AZFKQCNGMSSWDS-UHFFFAOYSA-N,CCSC(=O)COc1ccc(Cl)cc1C,,,1.6989700043360187,,,,,,0.5101794607573062,,,,2
BMTAFVWTTFSTOG-UHFFFAOYSA-N,CCSC(=O)N(CC(C)C)CC(C)C,,,1.4151403521958728,,,,,,,,,2.11,2
YWTHVAKOGDVEOS-JWGBMQLESA-N,CCSC(C)CC1CC(=O)C(C(CC)=NOC/C=C/Cl)C(=O)C1,,,,,3.214843848047698,,,,0.5782845716293357,,,,2
OPASCBHCTNRLRM-UHFFFAOYSA-N,CCSCCSP(=S)(OC)OC,,,-0.2596373105057561,,,,,,-0.7888701361016226,,,,2
HEZNVIYQEUHLNI-UHFFFAOYSA-N,CCSCc1ccccc1OC(=O)NC,,,,0.17609125905568124,,,,,-0.05131144460642004,,,,2
FIAXCDIQXHJNIX-UHFFFAOYSA-N,CCc1c(Br)c(Br)c(Br)c(Br)c1Br,,2.52,,,,,,,,,,4.92,2
PIZCXVUFSNPNON-UHFFFAOYSA-N,CCc1c(C(=O)O)c(=O)cnn1-c1ccc(Cl)cc1,,,2.0,1.6989700043360187,,,,,,,,,2
MGOHCFMYLBAPRN-UHFFFAOYSA-N,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2,,,2.0,,3.3521825181113627,,,,,,,,2
QFMDFTQOJHFVNR-UHFFFAOYSA-N,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,,,0.6503075231319364,,,,,,1.3336888265457862,,,,2
HXDOZKJGKXYMEW-UHFFFAOYSA-N,CCc1ccc(O)cc1,,,,,,-4.330745348818201,,-4.069586865191913,,,,,2
KZNDFYDURHAESM-UHFFFAOYSA-N,CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,,,1.6989700043360187,,3.1936810295412816,,,,,,,,2
XVOKUMIPKHGGTN-UHFFFAOYSA-N,CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,,,,1.9802306913910317,,,,,,,,0.85,2
KYGZCKSPAKDVKC-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,,,1.6989700043360187,,,,,,0.30341277717295395,,,,2
JLLJHQLUZAKJFH-UHFFFAOYSA-N,CN(C)C(=O)Nc1cc(C(C)(C)C)on1,,,,,,,,,0.4747863298266418,,,2.47,2
DHWRNDJOGMTCPB-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,,,2.6989700043360187,,,,,,0.47093611663445295,,,,2
HMIBKHHNXANVHR-UHFFFAOYSA-N,CN(C)C(=O)SCCCCOc1ccccc1,,,2.6989700043360187,,,,,,0.6573822740423781,,,,2
YFXPPSKYMBTNAV-UHFFFAOYSA-N,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,,,1.6989700043360187,,,,,,0.40884939701975076,,,,2
MUHBBHLZPHKTTR-VUMGMMBSSA-N,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,-5.216407522397027,,,,,,,,0.7104479733382189,,,,2
ZMXDDKWLCZADIW-UHFFFAOYSA-N,CN(C)C=O,,-0.1,,,,,,,1.6134846032448082,,,,2
KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2CCc2ccccc21,,,,,,-4.759719630589811,,-5.164013067875832,,,,,2
PGJBQBDNXAZHBP-UHFFFAOYSA-N,CN(C)P(=O)(F)N(C)C,,,,0.2798949800116381,,,,,-2.1877099864503484,,,,2
WURGXGVFSMYFCG-UHFFFAOYSA-N,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,,,,2.7283537820212285,,,,,0.17788123525218014,,,,2
VVBLNCFGVYUYGU-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,,1.45,,,,,,,,,,2.21,2
FLTYACUMGDVPLP-UHFFFAOYSA-N,CN(C)c1ccc(N=NS(=O)(=O)O)cc1,,,,,,,,,-0.5817830506085576,,,1.18,2
JCYPECIVGRXBMO-UHFFFAOYSA-N,CN(C)c1ccc(N=Nc2ccccc2)cc1,,,,,,,,,-0.05139681189281429,,,3.87,2
HAWPXGHAZFHHAD-UHFFFAOYSA-N,CN(CCCl)CCCl,,,,,,,,-3.1953940641109586,-1.190406935867198,,,,2
AVFZOVWCLRSYKC-UHFFFAOYSA-N,CN1CCCC1,,,,,,-3.368690408691902,,-2.2377066444828593,,,,,2
SECXISVLQFMRJM-UHFFFAOYSA-N,CN1CCCC1=O,,,3.3010299956639813,,,,,,1.59668561135777,,,,2
SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCC[C@H]1c1cccnc1,,,,,,,,,-0.5001312019944575,,,2.01,2
CYSGHNMQYZDMIA-UHFFFAOYSA-N,CN1CCN(C)C1=O,,,,,,,,-3.057206896911145,0.41991435780851716,,,,2
NWWZPOKUUAIXIW-UHFFFAOYSA-N,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],,,,-2.3851027839668655,,,,,0.7300372043818307,,,,2
YKBZOVFACRVRJN-UHFFFAOYSA-N,CN=C(NCC1CCOC1)N[N+](=O)[O-],,,-1.3565473235138126,,,,,,0.9956666133805137,,,,2
WXUZAHCNPWONDH-UHFFFAOYSA-N,CNC(=O)C(=NOC)c1ccccc1COc1cc(C)ccc1C,,,,1.6989700043360187,3.3010299956639813,,,,,,,,2
LESVOLZBIFDZGS-UHFFFAOYSA-N,CNC(=O)C(C)SCCSP(=O)(OC)OC,,,-0.3010299956639812,,,,,,-0.6517646967455445,,,,2
RRVIAQKBTUQODI-UHFFFAOYSA-N,CNC(=O)N(C)c1nc2ccccc2s1,,,-0.3010299956639812,,,,,,,,,2.8,2
YRRKLBAKDXSTNC-WEVVVXLNSA-N,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,,,,,,,,,-1.0454548667633021,,,0.42,2
BXPMAGSOWXBZHS-WEVVVXLNSA-N,CNC(=O)O/N=C/C(C)(C)[S+](C)[O-],,,,,,,,,-2.6238239878557588,,,0.56,2
SFNPDDSJBGRXLW-UHFFFAOYSA-N,CNC(=O)ON=C(C)C(C)SC,,,,-0.3010299956639812,,,,,-0.09423950593500321,,,,2
FZSVSABTBYGOQH-UHFFFAOYSA-N,CNC(=O)ON=C(CSC)C(C)(C)C,,,-1.2365720064370627,,,,,,-1.4092544593868441,,,,2
AUQAUAIUNJIIEP-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)c(C)c(C)c1,,,,,,,,,-0.03538538836626473,,,2.6,2
DTAPQAJKAFRNJB-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)cc(C(C)C)c1,,,0.05307844348341968,,,,,,,,,2.48,2
NYOKZHDTNBDPOB-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)cc(C)c1C,,,,,1.614058626572577,,,-4.7535763960617,,,,,2
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,CNC(=O)Oc1ccc(N(C)C)c(C)c1,,,-0.20725821416525134,,,,,,,,,2.0,2
PSOVNZZNOMJUBI-UHFFFAOYSA-N,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,,,-0.15119529894819628,,3.3521825181113627,,,,,,,,2
HYVVJDQGXFXBRZ-UHFFFAOYSA-N,CNC(=S)S,,,1.6989700043360187,,,,,,0.38182110035241035,,,,2
CEAZRRDELHUEMR-UHFFFAOYSA-N,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,,,1.404833716619938,,,,,,1.140737716747417,,,,2
ZKIBFASDNPOJFP-UHFFFAOYSA-N,CNP(=O)(NC)Oc1ccccc1,,,,,,,,,-0.15505711499260402,,,1.51,2
HCRWJJJUKUVORR-UHFFFAOYSA-N,CNc1nc(NC(C)C)nc(SC)n1,,,2.6989700043360187,,,,,,0.8144215347395765,,,,2
LXUQNVQZFJLROQ-UHFFFAOYSA-N,CNc1oc(-c2ccccc2)c(O)c1-c1cccc(C(F)(F)F)c1,,,1.6989700043360187,,3.3351491738377645,,,,,,,,2
RBNIGDFIUWJJEV-UHFFFAOYSA-N,COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,,,,,,,,-4.977524418894,0.5540425258665863,,,,2
