inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
UTBJLKDVQNCKAS-UHFFFAOYSA-N,Cn1cc(C(N)=O)c(C(F)(F)F)n1,CN1C=C(C(=N1)C(F)(F)F)C(=O)N,00361213-25-0,"(3RS,4RS;3RS,4SR)-3-chloro-4-chloromethyl-1-(alpha,alpha,alpha-trifluoro-m-tolyl)-2-pyrrolidone with ratio of (1RS,2RS)(trans)- and (1RS,2SR)(cis)-isomers not exactly 3:1",,bird_acute_oral_ld50,1126.277052949229,mg/kg bw,3.051645235778875,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1255,2010,2,geomean,0.8051726851467257,high_cv
CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,C1=CC(=CC(=C1)OC2=CC=CC(=N2)C(=O)NC3=CC=C(C=C3)F)C(F)(F)F,003137641-05-5,Picolinafen,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2698,2015,1,single,,
IBSNKSODLGJUMQ-SDNWHVSQSA-N,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,O=C(/C(C1=C(COC2=NC(C(F)(F)F)=CC=C2)C=CC=C1)=C/OC)OC,003117428-22-5,Picoxystrobin,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2842,2016,1,single,,
MGOHCFMYLBAPRN-UHFFFAOYSA-N,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2,CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C,003243973-20-8,Pinoxaden,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2424,2013,1,single,,
YFGYUFNIOHWBOB-UHFFFAOYSA-N,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,00323103-98-2,Pirimicarb,,bird_acute_oral_ld50,53.67754795669603,mg/kg bw,1.7297926686140102,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1057,2005,3,geomean,1.473448198811472,high_cv
ABLZXFCXXLZCGV-UHFFFAOYSA-N,O=[PH](O)O,OP(O)O.[K+],00313977-65-6,Potassium hydrogen phosphonate,,bird_acute_oral_ld50,675.0,mg/kg bw,2.829303772831025,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2362,2013,1,single,,
XMBWDFGMSWQBCA-UHFFFAOYSA-N,I,[K+].[I-],0037681-11-0,Potassium iodide,,bird_acute_oral_ld50,1177.0,mg/kg bw,3.0707764628434346,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2359,2013,1,single,,
ZMZDMBWJUHKJPS-UHFFFAOYSA-N,N#CS,C(#N)[S-].[K+],003333-20-0,Potassium thiocyanate,,bird_acute_oral_ld50,1139.2980294900888,mg/kg bw,3.056637346232175,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2358,2013,2,geomean,0.7212542554798231,high_cv
TVLSRXXIMLFWEO-UHFFFAOYSA-N,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,00367747-09-5,Prochloraz,,bird_acute_oral_ld50,1137.342516570975,mg/kg bw,3.055891274411227,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1297,2011,2,geomean,0.6984571569518497,high_cv
WZZLDXDUQPOXNW-UHFFFAOYSA-N,CCCOC(=O)NCCCN(C)C,CCCOC(=O)NCCC[NH+](C)C.[Cl-],00325606-41-1,Propamocarb hydrochloride,,bird_acute_oral_ld50,1842.0,mg/kg bw,3.26528962586083,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1087,2006,1,single,,
FROBCXTULYFHEJ-UHFFFAOYSA-N,CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,C/C(C)=N\OCCOC(=O)[C@@H](C)Oc1ccc(cc1)Oc2cnc3cc(Cl)ccc3n2,003111479-05-1,Propaquizafop,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1167,2009,1,single,,
ZYHMJXZULPZUED-UHFFFAOYSA-N,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(cc1)OC2CCCCC2OS(=O)OCC#C,0032312-35-8,Propargite,,bird_acute_oral_ld50,4640.0,mg/kg bw,3.6665179805548807,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1285,2011,1,single,,
IJIHYLHFNAWUGR-UHFFFAOYSA-N,CC(CNC(=S)S)NC(=S)S,CC(CNC(=S)[S-])NC(=S)[S-].[Zn+2],00312071-83-9,Propineb,,bird_acute_oral_ld50,5000.0,mg/kg bw,3.6989700043360187,,Coturnix japonica,Animalia;Chordata;Aves;Coturnix japonica,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2881,2016,1,single,,
KZNDFYDURHAESM-UHFFFAOYSA-N,CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,CCC1=CC=CC(=C1N(COC(C)C)C(=O)CCl)C,00386763-47-5,Propisochlor formulation (Proponit 840 EC),,bird_acute_oral_ld50,1562.0,mg/kg bw,3.1936810295412816,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1241,2010,1,single,,
JTHMVYBOQLDDIY-UHFFFAOYSA-N,CCCOc1nn(C(=O)NS(=O)(=O)c2ccccc2C(=O)OC)c(=O)n1C,CCCOC1=NN(C(=O)N1C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,003145026-81-9,Propoxycarbazone-sodium,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2885,2016,1,single,,
PHNUZKMIPFFYSO-UHFFFAOYSA-N,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,00323950-58-5,Propyzamide formulation: RH-315 (75% WP),,bird_acute_oral_ld50,6578.0,mg/kg bw,3.8180938691466357,,Coturnix japonica,Animalia;Chordata;Aves;Coturnix japonica,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2844,2016,1,single,,
FLVBXVXXXMLMOX-UHFFFAOYSA-N,CCCOc1nc2ccc(I)cc2c(=O)n1CCC,CCCN1C(=O)C2=C(C=CC(=C2)I)N=C1OCCC,003189278-12-4,Proquinazid,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1198,2009,1,single,,
NQLVQOSNDJXLKG-UHFFFAOYSA-N,CCCN(CCC)C(=O)SCc1ccccc1,CCCN(CCC)C(=O)SCc1ccccc1,00352888-80-9,Prosulfocarb,,bird_acute_oral_ld50,1840.5433980213552,mg/kg bw,3.2649460620972723,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1108,2007,2,geomean,0.2803122206386548,
LTUNNEGNEKBSEH-UHFFFAOYSA-N,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F,00394125-34-5,Prosulfuron,,bird_acute_oral_ld50,1300.0,mg/kg bw,3.113943352306837,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2552,2014,1,single,,
DGOAXBPOVUPPEB-UHFFFAOYSA-N,CON(C(=O)c1cn(C)nc1C(F)F)C(C)Cc1c(Cl)cc(Cl)cc1Cl,CC(CC1=C(C=C(C=C1Cl)Cl)Cl)N(C(=O)C2=CN(N=C2C(F)F)C)OC,0031228284-64-7,Pydiflumetofen,,bird_acute_oral_ld50,3776.0,mg/kg bw,3.5770319856260313,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3299,2019,1,single,,
QHMTXANCGGJZRX-UHFFFAOYSA-N,CC1=NNC(=O)N(N=Cc2cccnc2)C1,CC1=NNC(=O)N(C1)N=CC2=CN=CC=C2,003123312-89-0,Pymetrozine,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2553,2014,1,single,,
APTZNLHMIGJTEW-UHFFFAOYSA-N,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl,003129630-19-9,Pyraflufen-ethyl,,bird_acute_oral_ld50,1999.9999999999998,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2610,2015,2,geomean,0.0,
FMTFEIJHMMQUJI-UHFFFAOYSA-N,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,CC=CCC1=C(C(CC1=O)OC(=O)C2C(C2(C)C)C=C(C)C)C,00325402-06-6,Pyrethrins,,bird_acute_oral_ld50,1151.48,mg/kg bw,3.0612563991260684,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2606,2013,1,single,,
SHCRDCOTRILILT-UHFFFAOYSA-N,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,CC=CCC1=C(C(CC1=O)OC(=O)C2C(C2(C)C)C=C(C)C(=O)OC)C,003121-20-0,Pyrethrins,,bird_acute_oral_ld50,1151.48,mg/kg bw,3.0612563991260684,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2606,2013,1,single,,
NZKIRHFOLVYKFT-UHFFFAOYSA-N,CCC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,CCC=CCC1=C(C(CC1=O)OC(=O)C2C(C2(C)C)C=C(C)C)C,0034466-14-2,Pyrethrins,,bird_acute_oral_ld50,1151.48,mg/kg bw,3.0612563991260684,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2606,2013,1,single,,
WKNSDDMJXANVMK-UHFFFAOYSA-N,CCC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,CCC=CCC1=C(C(CC1=O)OC(=O)C2C(C2(C)C)C=C(C)C(=O)OC)C,0031172-63-0,Pyrethrins,,bird_acute_oral_ld50,1151.48,mg/kg bw,3.0612563991260684,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2606,2013,1,single,,
ROVGZAWFACYCSP-UHFFFAOYSA-N,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=CC=C,003121-21-1,Pyrethrins,,bird_acute_oral_ld50,1151.48,mg/kg bw,3.0612563991260684,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2606,2013,1,single,,
VJFUPGQZSXIULQ-UHFFFAOYSA-N,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C(=O)OC)CC=CC=C,003121-29-9,Pyrethrins,,bird_acute_oral_ld50,1151.48,mg/kg bw,3.0612563991260684,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2606,2013,1,single,,
DWFZBUWUXWZWKD-UHFFFAOYSA-N,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,O=C1N(C(C)(C)C)N=CC(SCC2=CC=C(C(C)(C)C)C=C2)=C1Cl,00396489-71-3,Pyridaben,,bird_acute_oral_ld50,2330.424379465392,mg/kg bw,3.367435014964921,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1218,2010,3,geomean,0.061858957413174175,
UBSUICNYBBPFHD-UHFFFAOYSA-N,FC(F)(F)c1cccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)n1,C1=CC(=NC(=C1)OCCCOC2=C(C=C(C=C2Cl)OCC=C(Cl)Cl)Cl)C(F)(F)F,003179101-81-6,Pyridalyl,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2423,2013,1,single,,
JTZCTMAVMHRNTR-UHFFFAOYSA-N,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,CCCCCCCCSC(=O)OC1=CC(=NN=C1C2=CC=CC=C2)Cl,00355512-33-9,Pyridate,,bird_acute_oral_ld50,1269.0,mg/kg bw,3.103461622094705,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2547,2014,1,single,,
ZLIBICFPKPWGIZ-UHFFFAOYSA-N,Cc1cc(C)nc(Nc2ccccc2)n1,CC1=NC(NC2=CC=CC=C2)=NC(C)=C1,00353112-28-0,Pyrimethanil,,bird_acute_oral_ld50,1628.3589602691486,mg/kg bw,3.2117501482681288,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1072,2006,4,geomean,0.3283538444605819,
NMVCBWZLCXANER-UHFFFAOYSA-N,COc1cc(C)c(C(=O)c2c(OC)ncc(Cl)c2C)c(OC)c1OC,CC1=CC(=C(C(=C1C(=O)C2=C(C(=CN=C2OC)Cl)C)OC)OC)OC,003688046-61-9,Pyriofenone,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2201,2013,1,single,,
NHDHVHZZCFYRSB-UHFFFAOYSA-N,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3,00395737-68-1,Pyriproxyfen,,bird_acute_oral_ld50,1905.9999999999995,mg/kg bw,3.2801228963023075,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1192,2009,3,geomean,0.0,
GLBLPMUBLHYFCW-UHFFFAOYSA-N,COc1cc(OC)n2nc(NS(=O)(=O)c3c(C(F)(F)F)ccnc3OC)nc2n1,COC1=CC(=NC2=NC(=NN12)NS(=O)(=O)C3=C(C=CN=C3OC)C(F)(F)F)OC,003422556-08-9,Pyroxsulam,,bird_acute_oral_ld50,1999.9999999999998,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2217,2013,2,geomean,0.0,
ALZOLUNSQWINIR-UHFFFAOYSA-N,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,O=C(O)C1=C(Cl)C=CC2=C1N=CC(C)=C2,00390717-03-6,Quinmerac,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1207,2010,1,single,,
XVLIXCWHTLFDNK-UHFFFAOYSA-N,N=C1C(=O)c2ccccc2C(=O)C1Cl,NC1=C(Cl)C(=O)c2ccccc2C1=O,0032797-51-5,Quinoclamine,,bird_acute_oral_ld50,887.6936408468854,mg/kg bw,2.9482631087447775,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1110,2007,2,geomean,0.9487163664040061,high_cv
OSUHJPCHFDQAIT-UHFFFAOYSA-N,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,00376578-14-8,Quizalofop-ethyl,,bird_acute_oral_ld50,1999.9999999999998,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1168,2009,2,geomean,0.0,
RHMXXJGYXNZAPX-UHFFFAOYSA-N,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O,003518-82-1,Reynoutria sachalinensis extract,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2688,2015,1,single,,
ZXXFEBMBNPRRSI-DPEQZQOSSA-N,Cc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,Cc1cc2c(c(c1)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)c4c(cc(cc4O)O)C2=O,00338840-23-2,Reynoutria sachalinensis extract,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2688,2015,1,single,,
FFWOKTFYGVYKIR-UHFFFAOYSA-N,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)OC)O,003521-61-9,Reynoutria sachalinensis extract,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2688,2015,1,single,,
LUKBXSAWLPMMSZ-UHFFFAOYSA-N,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,003501-36-0,Reynoutria sachalinensis extract,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2688,2015,1,single,,
HSTZMXCBWJGKHG-OUUBHVDSSA-N,OC[C@H]1O[C@@H](Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,Oc1ccc(cc1)/C=C/c2cc(cc(O)c2)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,00365914-17-2,Reynoutria sachalinensis extract,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2688,2015,1,single,,
MEFOUWRMVYJCQC-UHFFFAOYSA-N,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,O=S(C1=NC=CC=C1S(CC)(=O)=O)(NC(NC2=NC(OC)=CC(OC)=N2)=O)=O,003122931-48-0,Rimsulfuron,,bird_acute_oral_ld50,1761.8434180103618,mg/kg bw,3.245967308323583,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1059,2005,8,geomean,0.3076364544079567,
MXMXHPPIGKYTAR-UHFFFAOYSA-N,C=CCNC(=O)c1c([Si](C)(C)C)sc(C)c1C,CC1=C(SC(=C1C(=O)NCC=C)[Si](C)(C)C)C,003175217-20-6,Silthiofam,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Coturnix japonica,Animalia;Chordata;Aves;Coturnix japonica,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2867,2016,1,single,,
QLMNCUHSDAGQGT-UHFFFAOYSA-N,COCCOc1cccc2c1c(=O)c(C(=O)O)nn2-c1ccc(Cl)cc1,O=C(O)C2=NN(c1ccc(Cl)cc1)c3cccc(OCCOC)c3C2=O,003130561-48-7,Sintofen (aka cintofen),,bird_acute_oral_ld50,1099.5598464901927,mg/kg bw,3.041218871980688,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1270,2010,3,geomean,0.3921717311455668,
KXKCTSZYNCDFFG-UHFFFAOYSA-N,COc1ccc([N+](=O)[O-])cc1O,COC1=C(C=C(C=C1)[N+](=O)[O-])[O-].[Na+],00367233-85-6,Sodium 5-nitroguaiacolate,,bird_acute_oral_ld50,2067.0,mg/kg bw,3.3153404766272883,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1157,2009,1,single,,
IQUPABOKLQSFBK-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1O,C1=CC=C(C(=C1)[N+](=O)[O-])[O-].[Na+],003824-39-5,Sodium o-nitrophenolate,,bird_acute_oral_ld50,1046.0,mg/kg bw,3.0195316845312554,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1157,2009,1,single,,
BTJIUGUIPKRLHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1,C1=CC(=CC=C1[N+](=O)[O-])[O-].[Na+],003824-78-2,Sodium p-nitrophenolate,,bird_acute_oral_ld50,981.6262017692885,mg/kg bw,2.991946142151657,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1157,2009,2,geomean,0.6879107359473934,high_cv
PKWSHPLJXXLACO-MNFDBDOWSA-N,CCO[C@@H]1[C@H](OC)[C@@H](O[C@H]2C[C@@H]3C(C)=C[C@H]4C(=CC5C(=O)C(C)[C@H](O[C@@H]6CC[C@@H](N(C)C)[C@H](C)O6)CCC[C@@H](CC)OC(=O)C[C@@H]54)[C@H]3C2)O[C@H](C)[C@H]1OC,CC[C@@H]1CCC[C@H]([C@@H](C(=O)C2=C[C@@H]3[C@H]4C[C@H](C[C@@H]4C(=C[C@@H]3[C@H]2CC(=O)O1)C)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)C)OC)OCC)OC)C)O[C@@H]6CC[C@H]([C@@H](O6)C)N(C)C,003187166-15-0,Spinetoram,,bird_acute_oral_ld50,2250.0000000000005,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2229,2013,2,geomean,0.0,
CLHBVSNWROHYMH-NXOYKEOESA-N,CCO[C@@H]1[C@H](OC)[C@@H](O[C@H]2C[C@@H]3CC[C@H]4C(=CC5C(=O)C(C)[C@H](O[C@@H]6CC[C@@H](N(C)C)[C@H](C)O6)CCC[C@@H](CC)OC(=O)C[C@@H]54)[C@H]3C2)O[C@H](C)[C@H]1OC,CC[C@@H]1CCC[C@H]([C@@H](C(=O)C2=C[C@H]3[C@@H]([C@H]2CC(=O)O1)CC[C@@H]4[C@@H]3C[C@H](C4)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)C)OC)OCC)OC)C)O[C@@H]6CC[C@H]([C@@H](O6)C)N(C)C,003935545-74-7,Spinetoram,,bird_acute_oral_ld50,2250.0000000000023,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2229,2013,3,geomean,0.0,
