inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
UTBJLKDVQNCKAS-UHFFFAOYSA-N,Cn1cc(C(N)=O)c(C(F)(F)F)n1,CN1C=C(C(=N1)C(F)(F)F)C(=O)N,00361213-25-0,"(3RS,4RS;3RS,4SR)-3-chloro-4-chloromethyl-1-(alpha,alpha,alpha-trifluoro-m-tolyl)-2-pyrrolidone with ratio of (1RS,2RS)(trans)- and (1RS,2SR)(cis)-isomers not exactly 3:1",,bird_acute_oral_ld50,1126.277052949229,mg/kg bw,3.051645235778875,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1255,2010,2,geomean,0.8051726851467257,high_cv
BXJHOKLLMOYSRQ-WFKFFMJQSA-N,CCCC/C=C/CC/C=C\CCCCCCOC(C)=O,CCCC/C=C/CC/C=C\CCCCCCOC(=O)C,00353042-79-8,"(7Z, 11E)-Hexadecadien-1-yl Acetate",,bird_acute_oral_ld50,2892.5775120078847,mg/kg bw,3.4612850055101374,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2438,2014,5,geomean,0.9524391048022255,high_cv
CSWBSLXBXRFNST-MQQKCMAXSA-N,C/C=C/C=C/CCCCCCCO,C/C=C/C=C/CCCCCCCO,00333956-49-9,"(E,E)-8,10-Dodecadien-1-ol",,bird_acute_oral_ld50,2049.9999999999973,mg/kg bw,3.311753861055754,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2438,2014,3,geomean,0.0,
SUCYDSJQVVGOIW-AATRIKPKSA-N,CCC/C=C/CCCCCCCOC(C)=O,CCC/C=C/CCCCCCCOC(=O)C,00338363-29-0,(E/Z)-8-Dodecenyl Acetate and (Z)-8-Dodecenol mixture,,bird_acute_oral_ld50,2121.3203435596424,mg/kg bw,3.326606256887672,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2438,2014,2,geomean,0.0831890330807703,
YEQONIQGGSENJQ-PLNGDYQASA-N,CCC/C=C\CCCCCCCO,CCC/C=C\CCCCCCCO,00340642-40-8,(E/Z)-8-Dodecenyl Acetate and (Z)-8-Dodecenol mixture,,bird_acute_oral_ld50,2024.845673131658,mg/kg bw,3.3063919283598677,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2438,2014,2,geomean,0.017459426695964137,
SUCYDSJQVVGOIW-WAYWQWQTSA-N,CCC/C=C\CCCCCCCOC(C)=O,CCC/C=C\CCCCCCCOC(=O)C,00328079-04-1,(E/Z)-8-Dodecenyl Acetate and (Z)-8-Dodecenol mixture,,bird_acute_oral_ld50,2121.3203435596424,mg/kg bw,3.326606256887672,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2438,2014,2,geomean,0.0831890330807703,
NIOPZPCMRQGZCE-UITAMQMPSA-N,C/C=C\C(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCCCCC(C)C1=CC(=CC(=C1OC(=O)/C=C\C)[N+](=O)[O-])[N+](=O)[O-],00339300-45-3,"(RS)-2,4-dinitro-6-(octan-2-yl)phenyl (2 E/Z)-but-2-enoate",,bird_acute_oral_ld50,1249.9553552054927,mg/kg bw,3.0968945015407328,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2435,2014,3,geomean,0.6817483753101925,high_cv
NIOPZPCMRQGZCE-WEVVVXLNSA-N,C/C=C/C(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCCCCC(C)C1=CC(=CC(=C1OC(=O)/C=C/C)[N+](=O)[O-])[N+](=O)[O-],0036119-92-2,"(RS)-2,4-dinitro-6-(octan-2-yl)phenyl (2 E/Z)-but-2-enoate",,bird_acute_oral_ld50,2473.0,mg/kg bw,3.3932241163612975,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2435,2014,1,single,,
AMTITFMUKRZZEE-WAYWQWQTSA-N,CCCC/C=C\CCCCCCCCCC=O,CCCC/C=C\CCCCCCCCCC=O,00353939-28-9,(Z)-11-Hexadecenal,,bird_acute_oral_ld50,2250.0000000000005,mg/kg bw,3.3521825181113627,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2438,2014,2,geomean,0.0,
UOORRWUZONOOLO-UHFFFAOYSA-N,ClC=CCCl,ClCC=CCl,003542-75-6,"1,3-Dichloropropene",,bird_acute_oral_ld50,240.75477659066976,mg/kg bw,2.3815749123132552,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1083,2006,3,geomean,1.2758665750543463,high_cv
MWKFXSUHUHTGQN-UHFFFAOYSA-N,CCCCCCCCCCO,CCCCCCCCCCO,003112-30-1,1-Decanol,,bird_acute_oral_ld50,4640.0,mg/kg bw,3.6665179805548807,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1234,2010,1,single,,
SHDPRTQPPWIEJG-UHFFFAOYSA-N,CC1=CC1,CC1=CC1,0033100-04-7,1-Methylcyclopropene,,bird_acute_oral_ld50,81.0,mg/kg bw,1.9084850188786497,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3112,2018,1,single,,
PRPINYUDVPFIRX-UHFFFAOYSA-N,O=C(O)Cc1cccc2ccccc12,OC(=O)Cc1cccc2ccccc12,00386-87-3,1-Naphthylacetic acid,,bird_acute_oral_ld50,2509.9999999999995,mg/kg bw,3.399673721481038,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1281,2011,2,geomean,0.0,
CRQQGFGUEAVUIL-UHFFFAOYSA-N,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,0031897-45-6,"2,4,5-Trichloro-6-hydroxybenzene-1,3-dicarbonitrile",,bird_acute_oral_ld50,562.1387729022081,mg/kg bw,2.749843541309202,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3023,2018,2,geomean,1.207127609773513,high_cv
GKKDCARASOJPNG-UHFFFAOYSA-N,CC1OC(C)OC(C)OC(C)O1,CC1OC(C)OC(C)OC(C)O1,003108-62-3,"2,4,6,8-Tetramethyl-1,3,5,7-tetraoxacyclooctane",,bird_acute_oral_ld50,250.86118007748436,mg/kg bw,2.399433460905972,,Phasianus colchicus,Animalia;Chordata;Aves;Phasianus colchicus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1251,2010,7,geomean,0.9883887207703139,high_cv
OVSKIKFHRZPJSS-UHFFFAOYSA-N,O=C(O)COc1ccc(Cl)cc1Cl,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,00394-75-7,"2,4-D",,bird_acute_oral_ld50,500.0,mg/kg bw,2.6989700043360187,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2555,2014,1,single,,
HHUQPWODPBDTLI-UHFFFAOYSA-N,OC(Cc1ccccc1Cl)(Cn1cncn1)C1(Cl)CC1,C1CC1(C(CC2=CC=CC=C2Cl)(CN3C=NC=N3)O)Cl,003120983-64-4,"2-(1-Chlorocyclopropyl)1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)-propan-2-ol",,bird_acute_oral_ld50,770.7139547199077,mg/kg bw,2.8868932224905968,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1103,2007,2,geomean,1.0485005209932003,high_cv
MNHVNIJQQRJYDH-UHFFFAOYSA-N,OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,C1CC1(C(CC2=CC=CC=C2Cl)(CN3C(=S)N=CN3)O)Cl,003178928-70-6,"2-(1-Chlorocyclopropyl)1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)-propan-2-ol",,bird_acute_oral_ld50,1034.395687793542,mg/kg bw,3.0146867013818377,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1103,2007,6,geomean,0.6550917918114771,high_cv
XFNJVKMNNVCYEK-UHFFFAOYSA-N,NC(=O)Cc1cccc2ccccc12,NC(=O)Cc1cccc2ccccc12,00386-86-2,2-(1-Naphthyl)acetamide,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Coturnix japonica,Animalia;Chordata;Aves;Coturnix japonica,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1282,2011,1,single,,
PQTBTIFWAXVEPB-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,O=C2CCCC(=O)C2C(=O)c1ccc(cc1Cl)S(C)(=O)=O,00399105-77-8,2-Chloro-4-(methylsulfonyl)-benzoic acid,,bird_acute_oral_ld50,1506.0932149728005,mg/kg bw,3.1778518520077856,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1132,2008,3,geomean,0.2661966047149398,
RZCJYMOBWVJQGV-UHFFFAOYSA-N,O=C(O)COc1ccc2ccccc2c1,C1=CC=C2C=C(C=CC2=C1)OCC(=O)O,003120-23-0,2-Naphthyloxyacetic acid,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Coturnix japonica,Animalia;Chordata;Aves;Coturnix japonica,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1290,2011,1,single,,
LLEMOWNGBBNAJR-UHFFFAOYSA-N,Oc1ccccc1-c1ccccc1,C1=CC=C(C=C1)C2=CC=CC=C2O,00390-43-7,2-Phenylphenol,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1173,2009,1,single,,
SDYWXFYBZPNOFX-UHFFFAOYSA-N,Nc1ccc(Cl)c(Cl)c1,C1=CC(=C(C=C1N)Cl)Cl,00395-76-1,"3,4-Dichloroaniline",,bird_acute_oral_ld50,99.09,mg/kg bw,1.9960298284110767,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1284,2011,1,single,,
XKJMBINCVNINCA-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,003330-55-2,"3,4-Dichloroaniline",,bird_acute_oral_ld50,155.65175869676546,mg/kg bw,2.192154032104853,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1284,2011,3,geomean,0.6637619430801708,high_cv
LFULEKSKNZEWOE-UHFFFAOYSA-N,CCC(=O)Nc1ccc(Cl)c(Cl)c1,CCC(=O)Nc1ccc(Cl)c(Cl)c1,003709-98-8,"3,4-Dichloroaniline",,bird_acute_oral_ld50,156.1399336121699,mg/kg bw,2.1935139903746763,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1284,2011,3,geomean,0.3417969084312445,
HUBANNPOLNYSAD-UHFFFAOYSA-N,O=C(O)c1nc(Cl)ccc1Cl,OC(=O)c1nc(Cl)ccc1Cl,0031702-17-6,"3,6-dichloropyridine-2-carboxylic acid",,bird_acute_oral_ld50,1464.9999999999993,mg/kg bw,3.1658376246901283,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1061,2006,2,geomean,0.0,
NWBJYWHLCVSVIJ-UHFFFAOYSA-N,c1ccc(CNc2ncnc3[nH]cnc23)cc1,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3,0031214-39-7,6-Benzyladenine,,bird_acute_oral_ld50,1599.0,mg/kg bw,3.2038484637462346,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1235,2010,2,geomean,0.0,
MCJGNVYPOGVAJF-UHFFFAOYSA-N,Oc1cccc2cccnc12,C1=CC2=C(C(=C1)O)N=CC=C2,003148-24-3,8-Hydroxyquinoline,,bird_acute_oral_ld50,848.7137304868712,mg/kg bw,2.9287612282476396,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1275,2011,5,geomean,0.6295043177083386,high_cv
RRZXIRBKKLTSOM-RDKIRRGNSA-N,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,00365195-55-3,Abamectin,,bird_acute_oral_ld50,44.74371464239419,mg/kg bw,1.65073203657165,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1129,2008,4,geomean,0.571744926770309,high_cv
ZFUKERYTFURFGA-QLGSVJJLSA-N,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)C4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C(C)C)C)O,00365195-56-4,Abamectin,,bird_acute_oral_ld50,44.74371464239419,mg/kg bw,1.65073203657165,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1129,2008,4,geomean,0.571744926770309,high_cv
FFGIWZWTLTUVFP-UHFFFAOYSA-N,CCCCCCCCCCC=Cc1c(OC(C)=O)c(O)c2ccccc2c1O,CC(=O)OC2=C(CCCCCCCCCCCC)C(=O)c1ccccc1C2=O,00357960-19-7,Acequinocyl,,bird_acute_oral_ld50,766.8850138263792,mg/kg bw,2.8847302510358976,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1117,2008,12,geomean,0.6860742141065481,high_cv
VTNQPKFIQCLBDU-UHFFFAOYSA-N,CCOCN(C(=O)CCl)c1c(C)cccc1CC,ClCC(=O)N(COCC)c1c(C)cccc1CC,00334256-82-1,Acetochlor,,bird_acute_oral_ld50,776.4267854618191,mg/kg bw,2.890100509428336,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1135,2008,6,geomean,0.49306961657596843,
UELITFHSCLAHKR-UHFFFAOYSA-N,CSC(=O)c1cccc2nnsc12,CSC(=O)C1=C2C(=CC=C1)N=NS2,003135158-54-2,Acibenzolar-S-methyl,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2549,2014,1,single,,
DDBMQDADIHOWIC-UHFFFAOYSA-N,Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,Clc2c(N)c(ccc2Oc1ccccc1)[N+]([O-])=O,00374070-46-5,Aclonifen,,bird_acute_oral_ld50,3134.949621324646,mg/kg bw,3.496230566105647,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1131,2008,3,geomean,1.2983221789341914,high_cv
YLFSVIMMRPNPFK-OBEGPVSWSA-N,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F)C,003101007-06-1,Acrinathrin,,bird_acute_oral_ld50,2121.3203435596424,mg/kg bw,3.326606256887672,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1257,2010,4,geomean,0.06792356108113243,
GGKQIOFASHYUJZ-UHFFFAOYSA-N,CCCCCCCCc1c(CC)nc2ncnn2c1N,n1c(c(c(n2ncnc12)N)CCCCCCCC)CC,003865318-97-4,Ametoctradin,,bird_acute_oral_ld50,1296.6382569741716,mg/kg bw,3.112818831201535,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1349,2012,3,geomean,0.554484911993997,high_cv
CTTHWASMBLQOFR-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,O=C(Nc1nc(cc(OC)n1)OC)NS(=O)(=O)N(C)S(C)(=O)=O,003120923-37-7,Amidosulfuron,,bird_acute_oral_ld50,1999.9999999999998,mg/kg bw,3.3010299956639813,,Coturnix japonica,Animalia;Chordata;Aves;Coturnix japonica,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1109,2008,2,geomean,0.0,
NIXXQNOQHKNPEJ-UHFFFAOYSA-N,Nc1cc(Cl)nc(C(=O)O)c1Cl,Clc1c(nc(Cl)cc1N)C(=O)O,003150114-71-9,Aminopyralid,,bird_acute_oral_ld50,1946.5916793506744,mg/kg bw,3.289274862664238,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2429,2013,3,geomean,0.23057181306062105,
BREATYVWRHIPIY-UHFFFAOYSA-N,Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1,CC1=C(C2=C(N1S(=O)(=O)C3=NN(C=N3)S(=O)(=O)N(C)C)C=C(C=C2)F)Br,003348635-87-0,Amisulbrom,,bird_acute_oral_ld50,1470.0340132119395,mg/kg bw,3.167327383441621,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2489,2014,2,geomean,0.4221293201110407,
KLSJWNVTNUYHDU-UHFFFAOYSA-N,Nc1nc[nH]n1,C1=NNC(=N1)N,00361-82-5,Amitrole,,bird_acute_oral_ld50,2150.0,mg/kg bw,3.3324384599156054,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2542,2014,1,single,,
VGPYEHKOIGNJKV-UHFFFAOYSA-N,COC(=O)NS(=O)(=O)c1ccc(N)cc1,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N.[Na+],0032302-17-2,Asulam Sodium,,bird_acute_oral_ld50,5006.580979336216,mg/kg bw,3.6995412450883203,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1246,2010,5,geomean,1.1239065996377788,high_cv
VEHPJKVTJQSSKL-OVCLIPMQSA-N,C/C=C(\C)C(=O)OC1CC(OC(C)=O)C2(OC(C)=O)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,C24(C(C3C1(C=COC1OC2C3)O)(C)O4)C6(C8C5(C(CC(C7(C5C(C6O)OC7)OC(=O)C)OC(=O)C)OC(/C(=C/C)C)=O)COC8(C(=O)OC)O)C,00311141-17-6,Azadirachtin extract (Mitsui AgriScience International S.A/B.V source),,bird_acute_oral_ld50,2620.7413942089006,mg/kg bw,3.418424168367769,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1253,2011,6,geomean,0.3544288852657805,
MAHPNPYYQAIOJN-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1,Cn1nc(nn1)c2cnn(C)c2S(=O)(=O)NC(=O)Nc3nc(OC)cc(OC)n3,003120162-55-2,Azimsulfuron,,bird_acute_oral_ld50,2217.5193710062144,mg/kg bw,3.3458674222734888,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1210,2010,7,geomean,0.21039781733563412,
WFDXOXNFNRHQEC-GHRIWEEISA-N,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,N#CC1=CC=CC=C1OC2=NC=NC(OC3=CC=CC=C3/C(C(OC)=O)=C\OC)=C2,003131860-33-8,Azoxystrobin,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1209,2010,1,single,,
CJPQIRJHIZUAQP-UHFFFAOYSA-N,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2,00371626-11-4,Benalaxyl,,bird_acute_oral_ld50,2720.2941017470885,mg/kg bw,3.434615859865488,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3420,2020,2,geomean,0.4217829922867125,
SMDHCQAYESWHAE-UHFFFAOYSA-N,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],0031861-40-1,Benfluralin,,bird_acute_oral_ld50,1999.9999999999998,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1119,2008,2,geomean,0.0,
FYZBOYWSHKHDMT-UHFFFAOYSA-N,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,00382560-54-1,Benfuracarb,,bird_acute_oral_ld50,29.482384222651575,mg/kg bw,1.4695626017403305,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1097,2006,4,geomean,0.4520389729916737,
XMQFTWRPUQYINF-UHFFFAOYSA-N,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC,00383055-99-6,Bensulfuron-methyl,,bird_acute_oral_ld50,2510.0,mg/kg bw,3.399673721481038,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1144,2009,1,single,,
ZOMSMJKLGFBRBS-UHFFFAOYSA-N,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,00325057-89-0,Bentazone,,bird_acute_oral_ld50,1620.6724483512876,mg/kg bw,3.2096952491187416,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2638,2015,4,geomean,1.614501938375183,high_cv
USRKFGIXLGKMKU-ZRKZCGFPSA-N,CC(C)OC(=O)NC(C(=O)N[C@H](C)c1nc2ccc(F)cc2s1)C(C)C,CC(C)[C@H](NC(=O)OC(C)C)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,003177406-68-7,Benthiavalicarb-isopropyl,,bird_acute_oral_ld50,1999.9999999999998,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1104,2007,2,geomean,0.0,
