inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
HTIRHQRTDBPHNZ-UHFFFAOYSA-N,CCCCSCCCC,CCCCSCCCC,544-40-1,,,fish_acute_lc50,3.58,mg/L,-4.6108055980584375,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2178039,2014,2,single,,
KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1,Cc1ccc(O)c(C)c1,105-67-9,,,fish_acute_lc50,13.363539044838962,mg/L,-3.9606987176005815,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,200646,2001,72,geomean,0.32114640250329407,
BTJIUGUIPKRLHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1,Oc1ccc(cc1)[N+]([O-])=O,100-02-7,,,fish_acute_lc50,24.115691785247385,mg/L,-3.760799248773465,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2103560,2013,316,geomean,0.6265999790755193,high_cv
GFEBEZQATHDTGD-UHFFFAOYSA-N,O=C(OCCCCO)c1ccccc1C(=O)OCCCCOC(=O)c1ccccc1C(=O)OCCCCO,OCCCCOC(=O)c1ccccc1C(=O)OCCCCOC(=O)c2ccccc2C(=O)OCCCCO,117932-73-7,,,fish_acute_lc50,114.84337159801605,mg/L,-3.6643462374083526,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2502409,2023,2,geomean,0.07378505542816148,
DGBPBDHXEBEPBN-UHFFFAOYSA-N,COP(=S)(OC)Oc1nc(Cl)n(C(C)C)n1,CO[P](=S)(OC)Oc1nn(C(C)C)c(Cl)n1,42509-83-1,,,fish_acute_lc50,0.02521428651325814,mg/L,-7.053213988509254,,Cyprinus carpio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Cyprinus;Cyprinus carpio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2104506,2013,33,geomean,1.208623716797762,high_cv
ZLKMOIHCHCMSFW-UHFFFAOYSA-N,O=C(O)c1cccc(Cl)n1,OC(=O)c1cccc(Cl)n1,4684-94-0,,,fish_acute_lc50,82.0,mg/L,-3.282066591192846,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,601802,2012,5,single,,
ZFSLODLOARCGLH-UHFFFAOYSA-N,O=c1[nH]c(=O)[nH]c(=O)[nH]1,O=C1NC(=O)NC(=O)N1,108-80-5,,,fish_acute_lc50,0.62,mg/L,-5.318256733971185,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2109585,2013,3,single,,
UDGSVBYJWHOHNN-UHFFFAOYSA-N,CCN(CC)CCN,CCN(CC)CCN,100-36-7,2-Aminoethyldiethylamine,,fish_acute_lc50,76.9103358384762,mg/L,-3.1789647613163208,,Leuciscus idus,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2369670,1987,3,geomean,0.9534742230590993,high_cv
XDJYMJULXQKGMM-DMLLJFBESA-N,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C([C@@H](C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)[C@@H](C)O,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.O[S](O)(=O)=O,1264-72-8,,,fish_acute_lc50,3.5,mg/L,-5.523659367828034,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2602019,2021,1,single,,
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)O,CC(=O)Oc1ccccc1C(O)=O,50-78-2,,,fish_acute_lc50,394.82960881879177,mg/L,-2.658964739217183,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2613489,2021,7,geomean,0.49211206830292553,
DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(C)=O,CCCCOC(C)=O,123-86-4,,,fish_acute_lc50,48.14539249332277,mg/L,-3.3822166214545972,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2680169,2022,23,geomean,0.6839428176227731,high_cv
HGBOYTHUEUWSSQ-UHFFFAOYSA-N,CCCCC=O,CCCCC=O,110-62-3,,,fish_acute_lc50,19.10990778233561,mg/L,-3.6536091811090317,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2443060,2018,10,geomean,0.7437314720158831,high_cv
PLIKAWJENQZMHA-UHFFFAOYSA-N,Nc1ccc(O)cc1,Nc1ccc(O)cc1,123-30-8,,,fish_acute_lc50,1.199580402284,mg/L,-4.958607314841775,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,93404,2018,9,single,,
NKVHHVXGFXBRPN-UHFFFAOYSA-N,CCCSCCCCSCCC,CCCSCCCCSCCC,56348-39-1,,,fish_acute_lc50,2.99,mg/L,-4.838441134128129,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2177225,2022,2,single,,
XAERLJMOUYEBAB-UHFFFAOYSA-N,O=C(Cc1ccc(-c2ccccc2)cc1)OCCF,FCCOC(=O)Cc1ccc(cc1)c2ccccc2,4301-50-2,,,fish_acute_lc50,0.884,mg/L,-5.46534517568321,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,187596,2000,3,single,,
OHORFAFFMDIQRR-UHFFFAOYSA-N,F[Si-2](F)(F)(F)(F)F,[NH4+].[NH4+].F[Si--](F)(F)(F)(F)F,16919-19-0,,,fish_acute_lc50,28.7,mg/L,-3.6943099226506395,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2173284,2014,2,single,,
JBSLOWBPDRZSMB-BQYQJAHWSA-N,CCCCOC(=O)/C=C/C(=O)OCCCC,CCCCOC(=O)\C=C\C(=O)OCCCC,105-75-9,,,fish_acute_lc50,0.6231898332618797,mg/L,-5.56357376590093,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102444,2022,36,geomean,0.16756899508112952,
TZBJGXHYKVUXJN-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,446-72-0,,,fish_acute_lc50,1.9,mg/L,-5.152695121265443,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2011297,2012,18,single,,
NWPNXBQSRGKSJB-UHFFFAOYSA-N,Cc1ccccc1C#N,Cc1ccccc1C#N,529-19-1,,,fish_acute_lc50,44.7,mg/L,-3.4180930171593835,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2177850,2014,2,single,,
ARGCQEVBJHPOGB-UHFFFAOYSA-N,C1=CCOC1,C1OCC=C1,1708-29-8,"2,5-Dihydrofuran",,fish_acute_lc50,94.23000000000059,mg/L,-2.871168509211287,,Pimephales promelas,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2374150,1998,1,single,,
PTFJIKYUEPWBMS-UHFFFAOYSA-N,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],CCN(CC(C)=C)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,55283-68-6,,,fish_acute_lc50,0.08077765003378576,mg/L,-6.615275126620398,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2110624,2013,21,geomean,0.715481788011269,high_cv
QSNSCYSYFYORTR-UHFFFAOYSA-N,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,106-47-8,,,fish_acute_lc50,19.99779177311077,mg/L,-3.8028862263166188,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2271264,2015,54,geomean,0.5462066162140975,high_cv
QGSRKGWCQSATCL-UHFFFAOYSA-N,O=c1ssc(Cl)c1Cl,ClC1=C(Cl)C(=O)SS1,1192-52-5,,,fish_acute_lc50,0.13235167929080116,mg/L,-6.147495642311124,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2106385,2013,9,geomean,1.7230454666679833,high_cv
WGOLHUGPTDEKCF-UHFFFAOYSA-N,Nc1ccc(Br)cn1,Nc1ccc(Br)cn1,1072-97-5,,,fish_acute_lc50,177.0,mg/L,-2.98746328789857,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102692,2022,2,single,,
XCBOKUAJQWDYNI-UHFFFAOYSA-N,COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,CO[P](=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,5598-52-7,,,fish_acute_lc50,0.0019255999704043752,mg/L,-8.199616746045605,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,604430,2012,9,geomean,0.10767237928273107,
RIZMRRKBZQXFOY-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,CCO[P](=S)(OCC)SCS[P](=S)(OCC)OCC,563-12-2,,,fish_acute_lc50,0.3822384707401776,mg/L,-6.00198282376306,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2107165,2013,82,geomean,2.094998307662135,"extreme_variance,high_cv"
VEFLKXRACNJHOV-UHFFFAOYSA-N,BrCCCBr,BrCCCBr,109-64-8,,,fish_acute_lc50,2.0898803793518903,mg/L,-4.980655787032065,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,31763,2022,4,geomean,0.21731414079019185,
FOUWCSDKDDHKQP-UHFFFAOYSA-N,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,Fc1cc2OCC(=O)N(CC#C)c2cc1N3C(=O)C4=C(CCCC4)C3=O,103361-09-7,,,fish_acute_lc50,6.949820141557621,mg/L,-4.707154305560231,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2114972,2013,15,geomean,1.1350126015612394,high_cv
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O,[K+].CCCCCCCCCCCC([O-])=O,10124-65-9,,,fish_acute_lc50,5.094195569778595,mg/L,-4.594339929318158,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2099632,2013,12,geomean,1.100919926495409,high_cv
VGPIBGGRCVEHQZ-UHFFFAOYSA-N,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,55179-31-2,,,fish_acute_lc50,2.149418526020468,mg/L,-5.195539565268752,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2099301,2013,5,geomean,0.03288868749704875,
HQUQLFOMPYWACS-UHFFFAOYSA-N,O=P(OCCCl)(OCCCl)OCCCl,ClCCO[P](=O)(OCCCl)OCCCl,115-96-8,,,fish_acute_lc50,209.7682910452292,mg/L,-3.1315079650220885,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2481079,2019,13,geomean,0.33964605146963056,
UILPJVPSNHJFIK-UHFFFAOYSA-N,COc1ccc(C(C)=O)c(O)c1,COc1ccc(C(C)=O)c(O)c1,552-41-0,,,fish_acute_lc50,69.42780422856536,mg/L,-3.378739433977175,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,31766,2022,6,geomean,0.3260520406592489,
YFNONBGXNFCTMM-UHFFFAOYSA-N,CCCCOc1ccccc1,CCCCOc1ccccc1,1126-79-0,,,fish_acute_lc50,5.806436097573037,mg/L,-4.412483960338489,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,116400,2001,15,geomean,0.010937175019091682,
BRLQWZUYTZBJKN-UHFFFAOYSA-N,ClCC1CO1,ClCC1CO1,106-89-8,,,fish_acute_lc50,11.58889101561058,mg/L,-3.8997596025687637,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2463623,2019,32,geomean,0.5988354481125006,high_cv
RSWGJHLUYNHPMX-ONCXSQPRSA-N,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1,514-10-3,,,fish_acute_lc50,2.38,mg/L,-5.103752825948171,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102345,2022,3,single,,
ZQPPMHVWECSIRJ-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)O,[Cu++].CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O,1120-44-1,,,fish_acute_lc50,14.0,mg/L,-4.3045149628103525,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2109132,2013,4,single,,
BQYJATMQXGBDHF-UHFFFAOYSA-N,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,CC1COC(Cn2cncn2)(O1)c3ccc(Oc4ccc(Cl)cc4)cc3Cl,119446-68-3,,,fish_acute_lc50,0.5608121540668425,mg/L,-5.8587069768842746,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2103710,2013,28,geomean,0.560806455422758,high_cv
FKNQCJSGGFJEIZ-UHFFFAOYSA-N,Cc1ccncc1,Cc1ccncc1,108-89-4,,,fish_acute_lc50,403.0,mg/L,-2.3634479646507796,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102665,2022,2,single,,
QNBTYORWCCMPQP-JXAWBTAJSA-N,COc1ccc(/C(=C\C(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,COc1ccc(cc1OC)C(=C\C(=O)N2CCOCC2)/c3ccc(Cl)cc3,110488-70-5,,,fish_acute_lc50,10.338131821561143,mg/L,-4.573407734639412,,Cyprinus carpio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Cyprinus;Cyprinus carpio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2104148,2013,17,geomean,0.5640469490787436,high_cv
IDCBOTIENDVCBQ-UHFFFAOYSA-N,CCOP(=O)(OCC)OP(=O)(OCC)OCC,CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,107-49-3,,,fish_acute_lc50,0.6997175564217222,mg/L,-5.61757768788985,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,607706,2012,48,geomean,1.0989142171923179,high_cv
NCMJQZVNCFTQPG-UHFFFAOYSA-N,CCCCOCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,CCCCOCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,53404-31-2,,,fish_acute_lc50,1.4021883270312,mg/L,-5.377036153545226,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,105607,2000,59,geomean,0.45015840192979206,
PXMNMQRDXWABCY-UHFFFAOYSA-N,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn2cncn2,107534-96-3,,,fish_acute_lc50,7.924711759088244,mg/L,-4.588360172976444,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2478495,2019,43,geomean,0.8133268380495954,high_cv
LCCNCVORNKJIRZ-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,CCO[P](=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,56-38-2,,,fish_acute_lc50,0.7031482563029001,mg/L,-5.6168953769986265,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2397676,2017,371,geomean,1.514280646040513,"extreme_variance,high_cv"
OEIWPNWSDYFMIL-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)cc1,CCCCCCCCOC(=O)c1ccc(cc1)C(=O)OCCCCCCCC,4654-26-6,,,fish_acute_lc50,0.092,mg/L,-6.627585141419059,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2502403,2023,2,single,,
JLQUFIHWVLZVTJ-UHFFFAOYSA-N,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,55285-14-8,,,fish_acute_lc50,0.231,mg/L,-6.216415397653268,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2335949,2016,56,single,,
KLSJWNVTNUYHDU-UHFFFAOYSA-N,Nc1nc[nH]n1,[NH4+].Nc1[nH]ncn1.[S-]C#N,8004-05-5,,,fish_acute_lc50,279.9999999999999,mg/L,-2.477346595746441,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,602070,2012,14,geomean,0.0,
RXPQRKFMDQNODS-UHFFFAOYSA-N,CCCOP(=O)(OCCC)OCCC,CCCO[P](=O)(OCCC)OCCC,513-08-6,,,fish_acute_lc50,185.45859558366794,mg/L,-3.0822292789112,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2472058,2019,3,geomean,0.2821948790304256,
JBDHZKLJNAIJNC-UHFFFAOYSA-N,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,C[C@@H](Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)OCC#C,105512-06-9,,,fish_acute_lc50,0.4041384553167322,mg/L,-5.936359597487282,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2110423,2013,14,geomean,0.693368967523418,high_cv
OQMBBFQZGJFLBU-UHFFFAOYSA-N,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,42874-03-3,,,fish_acute_lc50,0.2561493681610341,mg/L,-6.149053455020432,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2115016,2013,19,geomean,0.36420629895764445,
WXNZTHHGJRFXKQ-UHFFFAOYSA-N,Oc1ccc(Cl)cc1,Oc1ccc(Cl)cc1,106-48-9,,,fish_acute_lc50,3.9860997784328043,mg/L,-4.506671617854839,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2398730,2017,45,geomean,0.279389932779675,
CATSNJVOTSVZJV-UHFFFAOYSA-N,CCCCCC(C)=O,CCCCCC(C)=O,110-43-0,,,fish_acute_lc50,131.0,mg/L,-2.9400313436480974,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102750,2022,3,single,,
AWYFNIZYMPNGAI-UHFFFAOYSA-N,S=C(S)NCCNC(=S)S,[Mn++].[S-]C(=S)NCCNC([S-])=S,12427-38-2,,,fish_acute_lc50,2.24692188762618,mg/L,-4.974659855259612,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2100511,2013,181,geomean,2.6184574701809,"extreme_variance,high_cv"
