inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
RTCOGUMHFFWOJV-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(=O)N(C)C)n1,111991-09-4,,,fish_acute_lc50,999.9999999999998,mg/L,-2.612890672924058,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2099863,2013,6,geomean,0.0,
SWXVUIWOUIDPGS-UHFFFAOYSA-N,CC(=O)CC(C)(C)O,CC(=O)CC(C)(C)O,123-42-2,,,fish_acute_lc50,420.0,mg/L,-2.44152206259055,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2680241,2022,17,single,,
XLLIQLLCWZCATF-UHFFFAOYSA-N,COCCOC(C)=O,COCCOC(C)=O,110-49-6,,,fish_acute_lc50,45.0,mg/L,-3.4189012793344857,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2680356,2022,2,single,,
NCKMMSIFQUPKCK-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cc1ccccc1,Oc1ccc(Cl)cc1Cc2ccccc2,120-32-1,,,fish_acute_lc50,0.4874423042781576,mg/L,-5.650632559461642,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2116867,2013,6,geomean,0.5252793231671495,high_cv
JTXMVXSTHSMVQF-UHFFFAOYSA-N,CC(=O)OCCOC(C)=O,CC(=O)OCCOC(C)=O,111-55-7,,,fish_acute_lc50,90.0,mg/L,-3.210282568852125,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2680332,2022,7,single,,
MLUCVPSAIODCQM-IHWYPQMZSA-N,C/C=C\C=O,C\C=C/C=O,4170-30-3,,,fish_acute_lc50,0.9925570464638881,mg/L,-4.848602223430824,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2680186,2022,42,geomean,0.968675019292905,high_cv
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO,CCOCCO,110-80-5,,,fish_acute_lc50,10000.0,mg/L,-0.9545709027749946,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2680337,2022,4,single,,
UMKANAFDOQQUKE-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](C)(=O)=O)[N+]([O-])=O,4726-14-1,,,fish_acute_lc50,43.12771730569565,mg/L,-3.9031878029926252,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,606062,2012,6,geomean,0.4919003695210766,
VEVZCONIUDBCDC-UHFFFAOYSA-N,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c2cncnc2,56425-91-3,,,fish_acute_lc50,16.659640699140695,mg/L,-4.2726400525743955,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112246,2013,13,geomean,0.09025996481677019,
ZOMSMJKLGFBRBS-UHFFFAOYSA-N,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,[Na+].CC(C)N1C(=O)c2ccccc2[N-][S]1(=O)=O,50723-80-3,,,fish_acute_lc50,306.5634524220219,mg/L,-2.893793748679948,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2100960,2013,19,geomean,0.8599033175575319,high_cv
BIWJNBZANLAXMG-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,12789-03-6,,,fish_acute_lc50,0.02837786981361312,mg/L,-7.155329865845778,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,601695,2012,241,geomean,0.8014790894141849,high_cv
TYIYMOAHACZAMQ-UHFFFAOYSA-N,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(cc2F)C#N)cc1,122008-85-9,,,fish_acute_lc50,0.7022593663403975,mg/L,-5.706338079699189,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2111142,2013,13,geomean,0.305347509002617,
XBDQKXXYIPTUBI-UHFFFAOYSA-N,CCC(=O)O,[Ca++].CCC([O-])=O.CCC([O-])=O,4075-81-4,,,fish_acute_lc50,180.0,mg/L,-2.6141750137656286,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2100704,2013,3,single,,
YXKMMRDKEKCERS-UHFFFAOYSA-N,Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,CN(C)[S](=O)(=O)n1c(nc(Cl)c1c2ccc(C)cc2)C#N,120116-88-3,,,fish_acute_lc50,0.5161610321516054,mg/L,-5.797819808099443,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2103278,2013,21,geomean,2.204101411518312,high_cv
JTZCTMAVMHRNTR-UHFFFAOYSA-N,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c2ccccc2,55512-33-9,,,fish_acute_lc50,1.5874507866387544,mg/L,-5.376925791460001,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2105527,2013,8,geomean,0.3856946079199351,
RUVINXPYWBROJD-ONEGZZNKSA-N,C/C=C/c1ccc(OC)cc1,COc1ccc(\C=C\C)cc1,4180-23-8,,,fish_acute_lc50,7.69,mg/L,-4.284595918142584,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2162197,2013,4,single,,
CAWXEEYDBZRFPE-UHFFFAOYSA-N,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,51235-04-2,,,fish_acute_lc50,187.848668330625,mg/L,-3.1278657084866435,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2116644,2013,130,geomean,1.2519799316140998,"extreme_variance,high_cv"
LXNFVVDCCWUUKC-UHFFFAOYSA-N,COC(=O)c1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1,1126-46-1,,,fish_acute_lc50,11.594557494438783,mg/L,-4.166229120157209,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2177186,2022,9,geomean,0.10183011830324849,
KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2CCc2ccccc21,[H+].[Cl-].CN(C)CCC=C1c2ccccc2CCc3ccccc13,549-18-8,,,fish_acute_lc50,1.9,mg/L,-5.164013067875832,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2255235,2015,36,single,,
CCEKAJIANROZEO-UHFFFAOYSA-N,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4151-50-2,,,fish_acute_lc50,5.8335253108926315,mg/L,-4.955866985173256,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2531496,2020,17,geomean,1.2679839223632177,high_cv
YVGGHNCTFXOJCH-UHFFFAOYSA-N,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,50-29-3,,,fish_acute_lc50,0.00955121690577476,mg/L,-7.566378686482708,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,602546,2012,834,geomean,8.506589786307542,"extreme_variance,high_cv"
ATGUVEKSASEFFO-UHFFFAOYSA-N,Nc1ccc(Nc2ccccc2)cc1,Nc1ccc(Nc2ccccc2)cc1,101-54-2,"N-Phenyl-1,4-benzenediamine",,fish_acute_lc50,1.2934646363545677,mg/L,-5.153299343147002,,Danio rerio,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2370279,2002,3,geomean,0.6990656532916658,high_cv
VDLGAVXLJYLFDH-UHFFFAOYSA-N,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,CC1(CCCCC1)C(=O)Nc2ccc(O)c(Cl)c2Cl,126833-17-8,,,fish_acute_lc50,1.8141597019574502,mg/L,-5.21998278399848,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,401132,2001,18,geomean,0.4991686771382957,
NBBJYMSMWIIQGU-UHFFFAOYSA-N,CCC=O,CCC=O,123-38-6,,,fish_acute_lc50,130.0,mg/L,-2.6497980050176326,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2680385,2022,4,single,,
CKAPSXZOOQJIBF-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,118-74-1,,,fish_acute_lc50,4.745564530971392,mg/L,-4.77367331869442,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2113414,2013,54,geomean,0.657617736959005,high_cv
XDNBJTQLKCIJBV-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1,CCO[P](=S)(OCC)Oc1ccc(cc1)[S](C)=O,115-90-2,,,fish_acute_lc50,0.3321038867851164,mg/L,-5.967319885986184,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,39643,2010,23,geomean,1.9878055501282832,high_cv
HKOOXMFOFWEVGF-UHFFFAOYSA-N,NNc1ccccc1,[H+].[Cl-].NNc1ccccc1,100-63-0,Phenylhydrazine,,fish_acute_lc50,18.329757226979204,mg/L,-3.77054340825034,,Oryzias latipes,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2339261,1982,2,geomean,0.2172780944885934,
MELGLHXCBHKVJG-UHFFFAOYSA-N,CCCCCCCC[N+](C)(C)CCCCCCCC,[Cl-].CCCCCCCC[N+](C)(C)CCCCCCCC,5538-94-3,,,fish_acute_lc50,2.779613837982315,mg/L,-4.987886526833648,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2102960,2013,8,geomean,0.7174418309592159,high_cv
RQOIAWYOVOXMST-UHFFFAOYSA-N,CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2CC3C4CC(OC5CC(C)C(OC)C(OC)C5OC)CC4CCC3C2CC(=O)O1,CCC1CCCC(OC2CCC(C(C)O2)N(C)C)C(C)C(=O)C3CC4C(CCC5CC(CC45)OC6CC(C)C(OC)C(OC)C6OC)C3CC(=O)O1,168316-95-8,Spinosad,,fish_acute_lc50,0.007500000000000001,mg/L,-7.990346482466404,,Danio rerio,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2325847,2007,1,single,,
KPUREKXXPHOJQT-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,C[S](=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(c1)[N+]([O-])=O,104206-82-8,,,fish_acute_lc50,121.73742234826561,mg/L,-3.444828467883285,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2104179,2013,12,geomean,0.09273531556544887,
XUPYJHCZDLZNFP-UHFFFAOYSA-N,CCCCOC(=O)CCC,CCCCOC(=O)CCC,109-21-7,,,fish_acute_lc50,11.6,mg/L,-4.094251286507114,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2173311,2014,2,single,,
SBASXUCJHJRPEV-UHFFFAOYSA-N,COCCOCCO,COCCOCCO,111-77-3,,,fish_acute_lc50,2683.281572999747,mg/L,-1.650799527616236,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2109426,2013,12,geomean,1.09325729289835,high_cv
NPTGVVKPLWFPPX-UHFFFAOYSA-N,Cc1cc(Cl)nc(N)n1,Cc1cc(Cl)nc(N)n1,5600-21-5,,,fish_acute_lc50,141.39306913706903,mg/L,-3.0049839104021685,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102644,2022,4,geomean,0.05496943175301783,
FMGZEUWROYGLAY-UHFFFAOYSA-N,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,COC(=O)c1c(Cl)nn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,100784-20-1,,,fish_acute_lc50,54.25889747341275,mg/L,-3.903059936214254,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112315,2013,16,geomean,0.7873075479275885,high_cv
JHVLLYQQQYIWKX-UHFFFAOYSA-N,O=C(CBr)OCc1ccccc1,BrCC(=O)OCc1ccccc1,5437-45-6,,,fish_acute_lc50,0.09992511464763724,mg/L,-6.3582194111972425,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2103109,2013,11,geomean,0.41893499382425714,
SIYLLGKDQZGJHK-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,121-54-0,,,fish_acute_lc50,2.536105520797554,mg/L,-5.211068141367517,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2486220,2019,22,geomean,0.4880756927064815,
POAOYUHQDCAZBD-UHFFFAOYSA-N,CCCCOCCO,CCCCOCCO,111-76-2,,,fish_acute_lc50,1490.0,mg/L,-1.8990613480938219,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2680344,2022,25,single,,
OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,8001-35-2,,,fish_acute_lc50,0.006612236680973491,mg/L,-7.790113124417782,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,607933,2012,491,geomean,0.7169296056882383,high_cv
MLKCGVHIFJBRCD-UHFFFAOYSA-N,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,CCOC(=O)C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl,128639-02-1,,,fish_acute_lc50,13.198661342972537,mg/L,-4.493350430649659,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2108608,2013,25,geomean,1.1131953800723213,high_cv
SOZGHDCEWOLLHV-UHFFFAOYSA-N,N#Cc1ccccc1C(F)(F)F,FC(F)(F)c1ccccc1C#N,447-60-9,,,fish_acute_lc50,42.2,mg/L,-3.607758787878563,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102563,2023,2,single,,
IIACRCGMVDHOTQ-UHFFFAOYSA-N,NS(=O)(=O)O,N[S](O)(=O)=O,5329-14-6,,,fish_acute_lc50,31.59525280797734,mg/L,-3.4870754092375904,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2173390,2014,6,geomean,0.938903915374327,high_cv
DMBHHRLKUKUOEG-UHFFFAOYSA-N,c1ccc(Nc2ccccc2)cc1,N(c1ccccc1)c2ccccc2,122-39-4,,,fish_acute_lc50,3.7641175719014437,mg/L,-4.652452559188935,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2762200,2024,11,geomean,0.5845860984058814,high_cv
SWJPEBQEEAHIGZ-UHFFFAOYSA-N,Brc1ccc(Br)cc1,Brc1ccc(Br)cc1,106-37-6,,,fish_acute_lc50,1.2161134665056,mg/L,-5.2839966563652006,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,154848,2021,6,single,,
WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,51218-45-2,,,fish_acute_lc50,10.949748185308675,mg/L,-4.41258774960848,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2116045,2013,52,geomean,1.5103038576176646,"extreme_variance,high_cv"
UUGLSEIATNSHRI-UHFFFAOYSA-N,O=C1N(CO)C2C(N1CO)N(CO)C(=O)N2CO,OCN1C2C(N(CO)C1=O)N(CO)C(=O)N2CO,5395-50-6,,,fish_acute_lc50,84.9,mg/L,-3.489544971354167,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2105972,2013,3,single,,
OKIJSNGRQAOIGZ-UHFFFAOYSA-N,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,532-34-3,,,fish_acute_lc50,39.5,mg/L,-3.757742858872407,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2100637,2013,2,single,,
ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,CCCCCCC(C)=O,CCCCCCC(C)=O,111-13-7,,,fish_acute_lc50,44.29448782665875,mg/L,-3.46126763591988,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2718439,2023,14,geomean,0.24703002739225463,
PIICEJLVQHRZGT-UHFFFAOYSA-N,NCCN,NCCN,107-15-3,,,fish_acute_lc50,130.80172457048678,mg/L,-2.66203511195415,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2275524,2015,25,geomean,1.3368540389083292,high_cv
MNFZZNNFORDXSV-UHFFFAOYSA-N,CCN(CC)c1ccc(C=O)cc1,CCN(CC)c1ccc(C=O)cc1,120-21-8,,,fish_acute_lc50,23.9,mg/L,-3.8698583353093103,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102387,2022,2,single,,
NUFNQYOELLVIPL-UHFFFAOYSA-N,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,50594-66-6,,,fish_acute_lc50,83.0,mg/L,-3.638424880447977,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2116549,2013,3,single,,
CEJLBZWIKQJOAT-UHFFFAOYSA-N,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,O.O.[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O,51580-86-0,,,fish_acute_lc50,0.3022059615754738,mg/L,-5.81402979535575,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2103633,2013,9,geomean,0.3923083190228258,
BKCNDTDWDGQHSD-UHFFFAOYSA-N,CC(C)(C)SSC(C)(C)C,CC(C)(C)SSC(C)(C)C,110-06-5,,,fish_acute_lc50,1.37,mg/L,-5.113906755361033,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,240766,2022,2,single,,
